TimePeriod,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate per 10,000","Estimated annual rate per 10,000",Number
2023,CD,101,6,Financial District (CD1),15.5,13.5,70
2023,CD,102,6,Greenwich Village and Soho (CD2),7.0,7.1,56
2023,CD,103,6,Lower East Side and Chinatown (CD3),50.2,49.5,730
2023,CD,104,6,Clinton and Chelsea (CD4),30.2,28.1,364
2023,CD,105,6,Midtown (CD5),20.4,19.7,109
2023,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),18.5,17.7,226
2023,CD,107,6,Upper West Side (CD7),29.9,26.7,470
2023,CD,108,6,Upper East Side (CD8),13.8,13.2,246
2023,CD,109,6,Morningside Heights and Hamilton Heights (CD9),68.5,66.3,581
2023,CD,110,6,Central Harlem (CD10),212.1,212.1,"1,901"
2023,CD,111,6,East Harlem (CD11),187.8,184.7,"1,735"
2023,CD,112,6,Washington Heights and Inwood (CD12),52.1,51.4,766
2023,CD,201,6,Mott Haven and Melrose (CD1),250.1,247.7,"1,663"
2023,CD,202,6,Hunts Point and Longwood (CD2),154.2,153.4,588
2023,CD,203,6,Morrisania and Crotona (CD3),206.9,206.1,"1,262"
2023,CD,204,6,Highbridge and Concourse (CD4),144.9,144.9,"1,573"
2023,CD,205,6,Fordham and University Heights (CD5),146.6,148.4,"1,369"
2023,CD,206,6,Belmont and East Tremont (CD6),207.2,204.5,"1,198"
2023,CD,207,6,Kingsbridge Heights and Bedford (CD7),113.1,113.3,"1,176"
2023,CD,208,6,Riverdale and Fieldston (CD8),50.1,48.0,373
2023,CD,209,6,Parkchester and Soundview (CD9),108.3,107.2,"1,445"
2023,CD,210,6,Throgs Neck and Co-op City (CD10),73.5,69.2,648
2023,CD,211,6,Morris Park and Bronxdale (CD11),106.7,104.2,890
2023,CD,212,6,Williamsbridge and Baychester (CD12),148.6,142.9,"1,645"
2023,CD,301,6,Greenpoint and Williamsburg (CD1),48.2,43.8,658
2023,CD,302,6,Fort Greene and Brooklyn Heights (CD2),55.1,53.2,605
2023,CD,303,6,Bedford Stuyvesant (CD3),125.2,123.8,"1,378"
2023,CD,304,6,Bushwick (CD4),80.8,81.5,672
2023,CD,305,6,East New York and Starrett City (CD5),140.6,137.0,"1,747"
2023,CD,306,6,Park Slope and Carroll Gardens (CD6),38.1,31.4,281
2023,CD,307,6,Sunset Park (CD7),32.7,31.3,320
2023,CD,308,6,Crown Heights and Prospect Heights (CD8),93.4,89.3,675
2023,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),88.4,85.8,648
2023,CD,310,6,Bay Ridge and Dyker Heights (CD10),17.6,16.3,186
2023,CD,311,6,Bensonhurst (CD11),14.7,13.6,225
2023,CD,312,6,Borough Park (CD12),19.6,19.4,253
2023,CD,313,6,Coney Island (CD13),57.5,49.2,436
2023,CD,314,6,Flatbush and Midwood (CD14),50.4,49.5,608
2023,CD,315,6,Sheepshead Bay (CD15),18.4,17.4,240
2023,CD,316,6,Brownsville (CD16),231.3,224.4,"1,313"
2023,CD,317,6,East Flatbush (CD17),122.5,113.5,"1,349"
2023,CD,318,6,Flatlands and Canarsie (CD18),66.4,62.6,902
2023,CD,401,6,Long Island City and Astoria (CD1),40.9,40.3,633
2023,CD,402,6,Woodside and Sunnyside (CD2),18.8,18.3,226
2023,CD,403,6,Jackson Heights (CD3),30.3,29.2,399
2023,CD,404,6,Elmhurst and Corona (CD4),26.3,26.1,378
2023,CD,405,6,Ridgewood and Maspeth (CD5),35.7,34.7,419
2023,CD,406,6,Rego Park and Forest Hills (CD6),17.6,16.9,158
2023,CD,407,6,Flushing and Whitestone (CD7),18.0,15.8,346
2023,CD,408,6,Hillcrest and Fresh Meadows (CD8),28.4,27.3,332
2023,CD,409,6,Kew Gardens and Woodhaven (CD9),43.6,43.5,477
2023,CD,410,6,South Ozone Park and Howard Beach (CD10),41.5,39.7,378
2023,CD,411,6,Bayside and Little Neck (CD11),17.1,16.5,156
2023,CD,412,6,Jamaica and Hollis (CD12),69.6,67.0,"1,194"
2023,CD,413,6,Queens Village (CD13),43.3,40.7,622
2023,CD,414,6,Rockaway and Broad Channel (CD14),111.2,102.9,838
2023,CD,501,6,St. George and Stapleton (CD1),70.6,68.8,"1,014"
2023,CD,502,6,South Beach and Willowbrook (CD2),31.2,29.0,333
2023,CD,503,6,Tottenville and Great Kills (CD3),20.0,18.1,224
2023,UHF42,101,4,Kingsbridge - Riverdale,47.6,44.8,320
2023,UHF42,102,4,Northeast Bronx,112.8,104.6,"1,625"
2023,UHF42,103,4,Fordham - Bronx Pk,132.3,132.4,"2,443"
2023,UHF42,104,4,Pelham - Throgs Neck,100.0,98.3,"2,176"
2023,UHF42,105,4,Crotona - Tremont,171.0,171.9,"2,588"
2023,UHF42,106,4,High Bridge - Morrisania,179.0,178.0,"2,717"
2023,UHF42,107,4,Hunts Point - Mott Haven,193.5,192.3,"1,961"
2023,UHF42,201,4,Greenpoint,38.5,34.3,385
2023,UHF42,202,4,Downtown - Heights - Slope,45.8,42.8,918
2023,UHF42,203,4,Bedford Stuyvesant - Crown Heights,116.5,114.4,"3,089"
2023,UHF42,204,4,East New York,123.3,121.3,"1,791"
2023,UHF42,205,4,Sunset Park,36.2,35.6,325
2023,UHF42,206,4,Borough Park,20.7,20.0,462
2023,UHF42,207,4,East Flatbush - Flatbush,89.4,86.3,"1,992"
2023,UHF42,208,4,Canarsie - Flatlands,71.5,66.0,"1,041"
2023,UHF42,209,4,Bensonhurst - Bay Ridge,17.9,16.8,270
2023,UHF42,210,4,Coney Island - Sheepshead Bay,34.5,30.9,699
2023,UHF42,211,4,Williamsburg - Bushwick,92.1,91.0,"1,525"
2023,UHF42,301,4,Washington Heights,52.6,52.0,"1,082"
2023,UHF42,302,4,Central Harlem - Morningside Heights,157.9,157.7,"2,333"
2023,UHF42,303,4,East Harlem,176.2,173.2,"1,539"
2023,UHF42,304,4,Upper West Side,27.0,25.2,489
2023,UHF42,305,4,Upper East Side,14.5,13.8,246
2023,UHF42,306,4,Chelsea - Clinton,33.0,31.3,451
2023,UHF42,307,4,Gramercy Park - Murray Hill,19.5,18.4,226
2023,UHF42,308,4,Greenwich Village - SoHo,7.7,8.0,56
2023,UHF42,309,4,Union Square - Lower East Side,44.6,43.7,718
2023,UHF42,310,4,Lower Manhattan,22.5,20.2,110
2023,UHF42,401,4,Long Island City - Astoria,39.1,38.0,641
2023,UHF42,402,4,West Queens,30.4,29.7,"1,067"
2023,UHF42,403,4,Flushing - Clearview,19.2,17.0,354
2023,UHF42,404,4,Bayside - Little Neck,19.2,18.5,134
2023,UHF42,405,4,Ridgewood - Forest Hills,25.9,24.6,505
2023,UHF42,406,4,Fresh Meadows,23.9,22.8,179
2023,UHF42,407,4,Southwest Queens,40.3,39.5,843
2023,UHF42,408,4,Jamaica,55.8,53.7,"1,358"
2023,UHF42,409,4,Southeast Queens,39.0,37.1,638
2023,UHF42,410,4,Rockaways,92.3,85.1,838
2023,UHF42,501,4,Port Richmond,84.5,82.3,442
2023,UHF42,502,4,Stapleton - St. George,66.9,64.7,659
2023,UHF42,503,4,Willowbrook,26.1,23.8,181
2023,UHF42,504,4,South Beach - Tottenville,20.1,18.7,289
2023,Borough,1,1,Bronx,138.1,136.4,"14,101"
2023,Borough,2,1,Brooklyn,64.8,63.0,"12,663"
2023,Borough,3,1,Manhattan,55.7,54.3,"7,513"
2023,Borough,4,1,Queens,40.3,38.6,"7,043"
2023,Borough,5,1,Staten Island,43.6,41.1,"1,587"
2023,Citywide,1,0,New York City,66.4,64.6,"42,907"
2022,CD,101,6,Financial District (CD1),14.4,11.5,59
2022,CD,102,6,Greenwich Village and Soho (CD2),6.3,6.4,50
2022,CD,103,6,Lower East Side and Chinatown (CD3),45.3,44.6,650
2022,CD,104,6,Clinton and Chelsea (CD4),31.7,29.9,385
2022,CD,105,6,Midtown (CD5),18.8,18.1,99
2022,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),17.0,15.8,200
2022,CD,107,6,Upper West Side (CD7),27.0,23.5,411
2022,CD,108,6,Upper East Side (CD8),14.9,13.7,255
2022,CD,109,6,Morningside Heights and Hamilton Heights (CD9),69.2,67.1,585
2022,CD,110,6,Central Harlem (CD10),189.6,191.0,"1,719"
2022,CD,111,6,East Harlem (CD11),175.3,172.6,"1,619"
2022,CD,112,6,Washington Heights and Inwood (CD12),46.2,45.3,674
2022,CD,201,6,Mott Haven and Melrose (CD1),253.8,253.1,"1,723"
2022,CD,202,6,Hunts Point and Longwood (CD2),153.4,153.3,596
2022,CD,203,6,Morrisania and Crotona (CD3),192.9,192.7,"1,199"
2022,CD,204,6,Highbridge and Concourse (CD4),124.4,124.2,"1,369"
2022,CD,205,6,Fordham and University Heights (CD5),137.0,139.0,"1,304"
2022,CD,206,6,Belmont and East Tremont (CD6),189.3,187.5,"1,115"
2022,CD,207,6,Kingsbridge Heights and Bedford (CD7),92.6,93.0,981
2022,CD,208,6,Riverdale and Fieldston (CD8),46.0,44.0,347
2022,CD,209,6,Parkchester and Soundview (CD9),90.5,89.5,"1,222"
2022,CD,210,6,Throgs Neck and Co-op City (CD10),56.8,53.2,506
2022,CD,211,6,Morris Park and Bronxdale (CD11),88.0,85.6,743
2022,CD,212,6,Williamsbridge and Baychester (CD12),130.6,126.6,"1,479"
2022,CD,301,6,Greenpoint and Williamsburg (CD1),47.7,42.7,641
2022,CD,302,6,Fort Greene and Brooklyn Heights (CD2),48.7,45.4,518
2022,CD,303,6,Bedford Stuyvesant (CD3),111.7,110.1,"1,240"
2022,CD,304,6,Bushwick (CD4),80.4,80.7,671
2022,CD,305,6,East New York and Starrett City (CD5),115.3,113.3,"1,462"
2022,CD,306,6,Park Slope and Carroll Gardens (CD6),34.8,31.3,281
2022,CD,307,6,Sunset Park (CD7),29.6,28.3,290
2022,CD,308,6,Crown Heights and Prospect Heights (CD8),82.1,79.6,608
2022,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),74.0,71.1,542
2022,CD,310,6,Bay Ridge and Dyker Heights (CD10),14.0,13.1,150
2022,CD,311,6,Bensonhurst (CD11),11.6,11.2,185
2022,CD,312,6,Borough Park (CD12),16.1,16.0,209
2022,CD,313,6,Coney Island (CD13),59.7,52.1,463
2022,CD,314,6,Flatbush and Midwood (CD14),44.4,43.7,540
2022,CD,315,6,Sheepshead Bay (CD15),13.9,13.3,184
2022,CD,316,6,Brownsville (CD16),196.4,190.1,"1,129"
2022,CD,317,6,East Flatbush (CD17),99.4,92.4,"1,114"
2022,CD,318,6,Flatlands and Canarsie (CD18),55.5,52.9,771
2022,CD,401,6,Long Island City and Astoria (CD1),36.5,35.9,569
2022,CD,402,6,Woodside and Sunnyside (CD2),12.5,11.9,148
2022,CD,403,6,Jackson Heights (CD3),20.1,19.4,267
2022,CD,404,6,Elmhurst and Corona (CD4),22.2,21.7,315
2022,CD,405,6,Ridgewood and Maspeth (CD5),26.2,25.1,307
2022,CD,406,6,Rego Park and Forest Hills (CD6),11.9,11.4,107
2022,CD,407,6,Flushing and Whitestone (CD7),12.4,10.7,235
2022,CD,408,6,Hillcrest and Fresh Meadows (CD8),26.2,25.1,307
2022,CD,409,6,Kew Gardens and Woodhaven (CD9),36.0,35.7,395
2022,CD,410,6,South Ozone Park and Howard Beach (CD10),34.1,33.1,318
2022,CD,411,6,Bayside and Little Neck (CD11),9.1,9.0,86
2022,CD,412,6,Jamaica and Hollis (CD12),62.4,60.1,"1,081"
2022,CD,413,6,Queens Village (CD13),36.5,33.8,521
2022,CD,414,6,Rockaway and Broad Channel (CD14),99.9,92.3,760
2022,CD,501,6,St. George and Stapleton (CD1),65.7,64.0,940
2022,CD,502,6,South Beach and Willowbrook (CD2),24.8,23.7,271
2022,CD,503,6,Tottenville and Great Kills (CD3),15.7,14.6,181
2022,UHF42,101,4,Kingsbridge - Riverdale,43.9,41.6,302
2022,UHF42,102,4,Northeast Bronx,99.8,94.4,"1,485"
2022,UHF42,103,4,Fordham - Bronx Pk,107.2,107.6,"2,019"
2022,UHF42,104,4,Pelham - Throgs Neck,82.3,80.6,"1,810"
2022,UHF42,105,4,Crotona - Tremont,160.2,160.8,"2,461"
2022,UHF42,106,4,High Bridge - Morrisania,168.4,168.0,"2,604"
2022,UHF42,107,4,Hunts Point - Mott Haven,184.4,183.9,"1,903"
2022,UHF42,201,4,Greenpoint,35.0,31.2,351
2022,UHF42,202,4,Downtown - Heights - Slope,40.9,38.4,826
2022,UHF42,203,4,Bedford Stuyvesant - Crown Heights,98.9,97.5,"2,657"
2022,UHF42,204,4,East New York,101.7,100.8,"1,506"
2022,UHF42,205,4,Sunset Park,34.2,33.6,308
2022,UHF42,206,4,Borough Park,17.5,17.2,397
2022,UHF42,207,4,East Flatbush - Flatbush,75.3,72.5,"1,690"
2022,UHF42,208,4,Canarsie - Flatlands,59.8,55.5,887
2022,UHF42,209,4,Bensonhurst - Bay Ridge,14.4,13.6,218
2022,UHF42,210,4,Coney Island - Sheepshead Bay,32.0,29.0,658
2022,UHF42,211,4,Williamsburg - Bushwick,91.3,89.0,"1,500"
2022,UHF42,301,4,Washington Heights,49.1,48.5,"1,006"
2022,UHF42,302,4,Central Harlem - Morningside Heights,143.9,143.9,"2,128"
2022,UHF42,303,4,East Harlem,165.8,163.1,"1,446"
2022,UHF42,304,4,Upper West Side,24.3,22.0,425
2022,UHF42,305,4,Upper East Side,15.5,14.3,254
2022,UHF42,306,4,Chelsea - Clinton,33.6,32.2,461
2022,UHF42,307,4,Gramercy Park - Murray Hill,16.3,15.3,185
2022,UHF42,308,4,Greenwich Village - SoHo,8.9,8.7,61
2022,UHF42,309,4,Union Square - Lower East Side,38.9,38.4,624
2022,UHF42,310,4,Lower Manhattan,24.0,21.4,115
2022,UHF42,401,4,Long Island City - Astoria,32.6,31.5,537
2022,UHF42,402,4,West Queens,22.8,22.2,801
2022,UHF42,403,4,Flushing - Clearview,12.7,11.2,233
2022,UHF42,404,4,Bayside - Little Neck,10.2,9.9,72
2022,UHF42,405,4,Ridgewood - Forest Hills,19.5,18.1,375
2022,UHF42,406,4,Fresh Meadows,18.8,17.6,139
2022,UHF42,407,4,Southwest Queens,33.7,33.0,711
2022,UHF42,408,4,Jamaica,51.6,49.5,"1,263"
2022,UHF42,409,4,Southeast Queens,32.2,30.3,525
2022,UHF42,410,4,Rockaways,83.0,76.3,760
2022,UHF42,501,4,Port Richmond,79.5,78.8,423
2022,UHF42,502,4,Stapleton - St. George,61.0,58.7,595
2022,UHF42,503,4,Willowbrook,21.0,19.3,146
2022,UHF42,504,4,South Beach - Tottenville,15.5,14.7,228
2022,Borough,1,1,Bronx,122.9,121.9,"12,789"
2022,Borough,2,1,Brooklyn,56.8,55.2,"11,161"
2022,Borough,3,1,Manhattan,52.0,50.6,"6,950"
2022,Borough,4,1,Queens,33.2,31.6,"5,809"
2022,Borough,5,1,Staten Island,38.7,36.5,"1,409"
2022,Citywide,1,0,New York City,58.7,57.2,"38,118"
2021,CD,101,6,Financial District (CD1),21.6,18.9,93
2021,CD,102,6,Greenwich Village and Soho (CD2),7.1,6.9,52
2021,CD,103,6,Lower East Side and Chinatown (CD3),46.8,45.3,647
2021,CD,104,6,Clinton and Chelsea (CD4),32.5,30.7,385
2021,CD,105,6,Midtown (CD5),26.0,25.0,131
2021,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),16.1,14.7,178
2021,CD,107,6,Upper West Side (CD7),22.6,19.8,338
2021,CD,108,6,Upper East Side (CD8),13.1,11.6,207
2021,CD,109,6,Morningside Heights and Hamilton Heights (CD9),67.0,65.2,570
2021,CD,110,6,Central Harlem (CD10),177.1,178.3,"1,596"
2021,CD,111,6,East Harlem (CD11),156.5,154.7,"1,475"
2021,CD,112,6,Washington Heights and Inwood (CD12),41.9,41.5,640
2021,CD,201,6,Mott Haven and Melrose (CD1),181.6,181.8,"1,282"
2021,CD,202,6,Hunts Point and Longwood (CD2),112.7,112.4,454
2021,CD,203,6,Morrisania and Crotona (CD3),155.8,156.1,998
2021,CD,204,6,Highbridge and Concourse (CD4),104.6,104.9,"1,189"
2021,CD,205,6,Fordham and University Heights (CD5),121.7,122.6,"1,190"
2021,CD,206,6,Belmont and East Tremont (CD6),166.6,164.7,"1,011"
2021,CD,207,6,Kingsbridge Heights and Bedford (CD7),62.6,63.3,689
2021,CD,208,6,Riverdale and Fieldston (CD8),36.1,34.6,278
2021,CD,209,6,Parkchester and Soundview (CD9),79.3,79.0,"1,103"
2021,CD,210,6,Throgs Neck and Co-op City (CD10),47.9,45.6,437
2021,CD,211,6,Morris Park and Bronxdale (CD11),69.2,67.4,594
2021,CD,212,6,Williamsbridge and Baychester (CD12),106.6,104.3,"1,220"
2021,CD,301,6,Greenpoint and Williamsburg (CD1),32.9,29.7,451
2021,CD,302,6,Fort Greene and Brooklyn Heights (CD2),40.5,36.9,426
2021,CD,303,6,Bedford Stuyvesant (CD3),100.3,99.1,"1,143"
2021,CD,304,6,Bushwick (CD4),73.0,72.8,617
2021,CD,305,6,East New York and Starrett City (CD5),75.8,74.9,987
2021,CD,306,6,Park Slope and Carroll Gardens (CD6),30.7,25.2,228
2021,CD,307,6,Sunset Park (CD7),29.8,29.1,302
2021,CD,308,6,Crown Heights and Prospect Heights (CD8),71.9,69.8,544
2021,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),61.6,58.7,457
2021,CD,310,6,Bay Ridge and Dyker Heights (CD10),10.9,9.7,112
2021,CD,311,6,Bensonhurst (CD11),7.5,7.1,118
2021,CD,312,6,Borough Park (CD12),8.4,8.3,110
2021,CD,313,6,Coney Island (CD13),43.5,37.7,338
2021,CD,314,6,Flatbush and Midwood (CD14),39.2,38.7,486
2021,CD,315,6,Sheepshead Bay (CD15),13.2,12.5,174
2021,CD,316,6,Brownsville (CD16),128.6,126.0,768
2021,CD,317,6,East Flatbush (CD17),74.5,70.2,867
2021,CD,318,6,Flatlands and Canarsie (CD18),44.5,43.0,639
2021,CD,401,6,Long Island City and Astoria (CD1),31.8,31.4,510
2021,CD,402,6,Woodside and Sunnyside (CD2),12.3,11.8,150
2021,CD,403,6,Jackson Heights (CD3),23.3,23.0,323
2021,CD,404,6,Elmhurst and Corona (CD4),22.0,21.7,322
2021,CD,405,6,Ridgewood and Maspeth (CD5),22.7,21.6,270
2021,CD,406,6,Rego Park and Forest Hills (CD6),12.3,10.8,103
2021,CD,407,6,Flushing and Whitestone (CD7),11.3,9.9,219
2021,CD,408,6,Hillcrest and Fresh Meadows (CD8),19.6,19.2,239
2021,CD,409,6,Kew Gardens and Woodhaven (CD9),39.8,39.6,447
2021,CD,410,6,South Ozone Park and Howard Beach (CD10),26.1,25.9,253
2021,CD,411,6,Bayside and Little Neck (CD11),5.9,5.6,54
2021,CD,412,6,Jamaica and Hollis (CD12),63.5,60.7,"1,118"
2021,CD,413,6,Queens Village (CD13),34.7,31.6,497
2021,CD,414,6,Rockaway and Broad Channel (CD14),89.2,83.1,699
2021,CD,501,6,St. George and Stapleton (CD1),57.4,56.0,822
2021,CD,502,6,South Beach and Willowbrook (CD2),24.0,21.7,249
2021,CD,503,6,Tottenville and Great Kills (CD3),12.1,11.4,144
2021,UHF42,101,4,Kingsbridge - Riverdale,35.2,33.5,249
2021,UHF42,102,4,Northeast Bronx,82.9,78.2,"1,266"
2021,UHF42,103,4,Fordham - Bronx Pk,74.9,75.7,"1,489"
2021,UHF42,104,4,Pelham - Throgs Neck,70.3,69.6,"1,593"
